"codeID","code","selfirst","seltext","selend","fileID"
130,"promote STEAM courses",14880,"3.19  estimular a participação de estudantes do ensino médio nos cursos das áreas tecnológicas e científicas, na vigência deste PEE; ",15013,77
11,"partnership with public institutions",15014,"3.20 estabelecer parcerias com as instituições de ensino superior para que projetos de extensão sejam desenvolvidos no campo do conhecimento científico e tecnológico, de forma a atingir 50% das escolas de ensino médio; ",15233,77
131,"promote extracurricular activities",15234,"3.21  promover a articulação entre as escolas de ensino médio e as instituições acadêmicas, esportivas e culturais;  
3.22 propiciar e garantir condições de fruição de bens e espaços culturais, bem como incentivar a realização de atividades artístico-culturais pelos(as) estudantes, com envolvimento da comunidade, na vigência do PEE-MS; ",15572,77
119,"meet education demand",16114,"4.2. atender, até o sexto ano de vigência deste PEE, a universalização do atendimento escolar e atendimento educacional especializado (AEE) à demanda manifesta pelas famílias, pelos serviços de saúde, assistência social e pela comunidade, de crianças de 0 a 3 anos com deficiência, especificidades linguísticas, transtornos globais do desenvolvimento e altas habilidades ou superdotação, observado o que dispõe a LDBEN/1996; ",16539,77
108,"physical school infrastructure",16540,"4.3. implantar, ampliar e implementar, até o segundo ano da vigência do PEE-MS, o AEE em suas diversas atividades, entre estas, as salas de recursos multifuncionais, com espaço físico e materiais adequados em todas as escolas, assim como escola bilíngue para surdos(as) e surdocegos(as), conforme necessidade identificada por meio de avaliação pelos(as) professores(as), com apoio da equipe multidisciplinar e participação da família e do(a) estudante; ",16993,77
33,"trainning courses",16994,"4.4. assegurar a formação continuada de professores(as), por meio de projetos de extensão e de pós-graduação, do AEE e do ensino comum, e de funcionários(as) administrativos(as) e gestores(as), nas escolas urbanas, do campo, bilíngues, povos das águas, populações fronteiriças, comunidades indígenas e quilombolas, a partir da vigência deste PEE; ",17341,77
108,"physical school infrastructure",17342,"4.5. manter e implementar, em cada município, setores com equipe multidisciplinar, como apoio e suporte pedagógico aos(às) professores(as) do ensino comum e das salas de recursos multifuncionais, com professor(a) especializado(a) em educação especial, com experiência na área, para avaliações pedagógicas, encaminhamentos para o AEE, áreas da saúde e assistência social;  4.6. implementar os centros de atendimento às pessoas com deficiência com a ampliação de equipes multidisciplinares, materiais e espaço físico adequados, bem como promover a formação continuada de seus profissionais, na vigência do PEE-MS; ",17954,77
108,"physical school infrastructure",17955,"4.7. promover a acessibilidade nas instituições públicas e conveniadas para garantir o acesso e a permanência dos(as) estudantes com deficiência, por meio da adequação arquitetônica, da oferta de transporte acessível, da disponibilização de material didático próprio e de recursos de tecnologia assistiva, a partir da vigência do PEE-MS;  ",18294,77
133,"promote second language education",18295,"4.8. oferecer educação bilíngue, em Língua Brasileira de Sinais (Libras), como primeira língua, e, na modalidade escrita, da língua portuguesa, como segunda língua, aos(às) estudantes surdos(as) e com deficiência auditiva de 0 a 17 anos, em escolas e classes bilíngues e em escolas comuns, bem como a adoção do sistema braille de leitura, Soroban, orientação e mobilidade, e tecnologias assistivas para cegos(as) e surdocegos(as), a partir da vigência deste PEE; ",18758,77
117,"provide financial resources",97536,"20.26. consolidar e fortalecer o conselho estadual e os conselhos municipais de educação como órgãos autônomos, com dotação orçamentária e autonomia financeira e de gestão, plurais, constituído de forma paritária, com ampla representação social, e com funções consultivas, deliberativas, normativas e fiscalizadoras nos seus respectivos sistemas, na vigência do PEE-MS; ",97906,77
117,"provide financial resources",97132,"20.25. articular, com os órgãos competentes, a descentralização e a desburocratização na elaboração e na execução do orçamento, no planejamento e no acompanhamento das políticas educacionais do estado e dos municípios, de forma a favorecer o acesso da comunidade local e escolar aos dados orçamentários, com transparência na utilização dos recursos públicos da educação, a partir da vigência do PEE-MS; ",97535,77
27,"creation of management units",96705,"20.24. constituir as secretarias municipais e estadual de educação como unidades orçamentárias, em conformidade com o artigo 69 da LDB, com a garantia de que o(a) dirigente municipal e estadual de educação seja o(a) ordenador(a) de despesas e gestor(a) pleno dos recursos educacionais, com o devido acompanhamento, controle e fiscalização de suas ações pelos respectivos conselhos de acompanhamento e pelo Tribunal de Conta",97128,77
90,"promote democratic/public participation",96074,"20.23. fortalecer os mecanismos e os instrumentos que assegurem, nos termos do parágrafo único do artigo 48 da Lei Complementar Federal nº 101, de 4 de maio de 2000, a transparência e o controle social na utilização dos recursos públicos aplicados em educação, especialmente mediante a realização de audiências públicas, a criação de portais eletrônicos de transparência e a capacitação dos membros de conselhos de acompanhamento e controle social do Fundeb, com a colaboração entre o Ministério da Educação, as secretarias de educação dos estados e dos municípios e os Tribunais de Contas da União, dos estados e dos municípios; ",96704,77
117,"provide financial resources",92838,"
20.9. assegurar financiamento, em regime de colaboração com a União, para políticas e estratégias de solução de problemas do transporte escolar, enfrentados principalmente pelos municípios, em relação ao gerenciamento e pagamento de despesas, na vigência do PEE-MS; 
20.10. assegurar nas escolas públicas incentivo financeiro para promover a realização de atividades artístico-culturais pelos(as) estudantes, incentivando o envolvimento da comunidade;  
20.11.  garantir o financiamento para a promoção de atividades de desenvolvimento e estímulo a habilidades esportivas nas escolas, interligadas a um plano de disseminação do desporto educacional e de desenvolvimento esportivo estadual e nacional, a partir da vigência deste PEE;  
20.12. garantir aporte de recursos, no prazo de três anos a partir da vigência deste PEE, para financiar programas de acompanhamento da aprendizagem com profissionais formados na área, para estudantes com dificuldades de aprendizagem e/ou distorção idade-série;  
20.13. assegurar que os pagamentos de aposentadorias e pensões não sejam incluídos nas despesas da educação básica, na vigência do PEE-MS; 
20.14. garantir o cumprimento do piso salarial profissional nacional previsto em lei para carga horária de 20 horas aos(às) profissionais do magistério público da educação básica, até o final da vigência do PEE-MS;  
20.15. regulamentar e destinar, no prazo de um ano, o mínimo de 4% da receita tributária do estado  para a Universidade Estadual de MS (UEMS), aumentando para 5% em 2016, 6% em 2018, 7% em 2020 e 8% em 2022, não utilizando os percentuais de vinculação da educação básica, e fortalecer a autonomia dessa IES; 
20.16. conferir autonomia aos(às) gestores(as) da educação superior para administrar os recursos destinados à Universidade Estadual; 
20.17. assegurar a participação dos(as) profissionais da UEMS e de órgãos de controle e fiscalização dos recursos públicos no acompanhamento e conferência da aplicação dos recursos financeiros destinados a essa IES, na vigência do PEE-MS;  
20.18. definir e apoiar ações para a distribuição dos recursos entre as instituições públicas federais e estadual de ensino superior, capazes de garantir o volume de recursos financeiros necessários para que as atividades de ensino, de pesquisa e extensão dos cursos de graduação e pós-graduação, resultem em educação com padrão de qualidade; 
20.19. assegurar que a transferência de recursos públicos a instituições privadas, nos termos do artigo 213 da Constituição Federal, seja obrigatoriamente vinculada ao plano de expansão da oferta pública no respectivo nível, etapa ou modalidade de educação, na vigência do PEE-MS; 
20.20. aperfeiçoar e ampliar os mecanismos de acompanhamento e fiscalização da arrecadação da contribuição social do salário-educação; 
20.21. aplicar 50% das verbas transferidas pelo governo federal do Fundo Social do Pré-Sal, royalties e participações especiais, referentes ao petróleo e à produção mineral, em manutenção e desenvolvimento da educação pública; 
20.22. aplicar 50% das verbas transferidas do Fundo Social do Pré-Sal, royalties e participações especiais, referentes ao petróleo e à produção mineral, em salários dos profissionais da educação pública; ",96073,77
117,"provide financial resources",91716,"20.5. buscar recursos financeiros que apoiem a ampliação e qualificação das matrículas em creches e pré-escolas, com apoio de assessoria técnica aos municípios para a construção, ampliação e reforma dos prédios, implementação de equipamentos, materiais didáticos e mobiliários específicos e o desenvolvimento de políticas de formação inicial e continuada aos(às) profissionais da educação infantil, a partir da vigência deste PEE; 
20.6. destinar recursos com exclusividade para a educação infantil pública, congelando os convênios privados dessa modalidade de parceria até serem extintos, sendo obrigatoriamente assegurado o atendimento da demanda diretamente na rede pública, na vigência do PEE-MS; ",92417,77
117,"provide financial resources",90871,"20.3. aplicar, na íntegra, os percentuais mínimos de recursos vinculados para a educação e garantir a ampliação de verbas de outras fontes de financiamento no atendimento das demandas da educação básica e suas modalidades, com garantia de padrão de qualidade, conforme determina a Constituição Federal; 
20.4. consolidar as bases da política de financiamento, acompanhamento e controle social da educação pública, em todos os níveis, etapas e modalidades, por meio da ampliação do investimento público em educação pública em relação ao PIB, com incrementos obrigatórios a cada ano, proporcionais ao que faltar para atingir a meta estabelecida até o final da vigência do PEE-MS, de forma a alcançar, no mínimo e progressivamente, os seguintes percentuais em relação ao PIB: 6,7%  até 2015; 7% até 2017; 8% até 2019; 9% até 2022; e 10% até 2024; ",91715,77
11,"partnership with public institutions",90412,"20.1. garantir, observando as políticas de colaboração entre os entes federados, fontes de financiamento permanentes e sustentáveis para todos os níveis, etapas e modalidades da educação básica, com vistas a atender suas demandas educacionais de acordo com o padrão de qualidade nacional, na vigência do PEE-MS; 
20.2.  participar do regime de colaboração entre os entes federados e cumprir as determinações para atingir o percentual de 10% do PIB até 2024",90868,77
33,"trainning courses",89863,"19.13. promover, em parceria com as IES, cursos de formação continuada e/ou de pós-graduação para diretores e gestores escolares, a partir do primeiro ano de vigência deste PEE; ",90041,77
27,"creation of management units",90042,"19.14. estimular a constituição de conselhos municipais de educação como instrumento de participação e fiscalização na gestão escolar e educacional; ",90191,77
90,"promote democratic/public participation",89048,"19.9. garantir a participação e a consulta de profissionais da educação, estudantes e pais na formulação dos projetos político-pedagógicos ou proposta pedagógica, currículos escolares, planos de gestão escolar e regimentos escolares, a partir do primeiro ano de vigência deste PEE;  
19.10. criar mecanismos de participação dos pais na avaliação de docentes e gestores escolares, na vigência deste PEE;   
19.11. implementar e fortalecer processos de autonomia pedagógica, administrativa e de gestão financeira nos estabelecimentos públicos de ensino, a partir do segundo ano de vigência deste PEE; 
19.12. participar de programas nacionais de formação de diretores e gestores escolares, bem como  da  prova nacional específica, a fim de subsidiar a definição de critérios objetivos para o provimento das funções; ",89862,77
27,"creation of management units",88105,"19.6. constituir e efetivar fóruns municipais de educação, compostos por órgãos e instituições representativas da sociedade civil organizada e dos movimentos sociais, para discussão das políticas educacionais, coordenação das conferências municipais e elaboração ou adequação dos planos municipais de educação, no primeiro ano de vigência deste PEE; ",88455,77
80,"training in education management",88727,"19.8. garantir a constituição e o fortalecimento de conselhos escolares ou colegiados escolares, como instrumentos de participação e fiscalização na gestão escolar e educacional, inclusive por meio de programas de formação de conselheiros, assegurando condições de funcionamento autônomo, durante a vigência do PEE-MS;  ",89047,77
90,"promote democratic/public participation",88457,"19.7. implantar e fortalecer os grêmios estudantis e associações de pais, assegurando-lhes, inclusive, espaços adequados e condições de funcionamento nas escolas, e fomentar a sua articulação com os conselhos escolares, a partir do primeiro ano de vigência deste PEE;  ",88726,77
90,"promote democratic/public participation",87903,"19.5. coordenar, por meio do Fórum Estadual de Educação de Mato Grosso do Sul (FEEMS), as conferências estaduais de educação e acompanhar a execução do PEE-MS e do PNE, a partir da vigência deste PEE; ",88104,77
117,"provide financial resources",87664,"19.4. garantir, no prazo de três anos de vigência deste PEE, recursos financeiros e espaço físico adequado para as reuniões desses conselhos e fóruns de educação, com mobiliário, equipamentos, materiais de consumo e meios de transporte;  ",87902,77
80,"training in education management",87320,"19.3. planejar, garantir e efetivar, na vigência deste PEE, cursos de formação continuada aos conselheiros dos conselhos de educação, dos conselhos de acompanhamento e controle social do Fundeb, dos conselhos de alimentação escolar e dos demais conselhos de acompanhamento de políticas públicas, com vistas ao bom desempenho de suas funções;  ",87663,77
90,"promote democratic/public participation",86911,"19.1. aprovar lei específica para o sistema de ensino e disciplinar a gestão democrática da educação pública, no prazo de dois anos contados da data da publicação do PNE, adequando à legislação local já adotada com essa finalidade; 
19.2. elaborar normas que orientem o processo de implantação e implementação da gestão democrática, com a participação da comunidade escolar, a partir da vigência do PEE-MS;  ",87319,77
117,"provide financial resources",86107,"18.14.   garantir a implementação de Planos de Carreira para os(as) profissionais do magistério das redes públicas de educação básica, observados os critérios estabelecidos na Lei n.º 11.738, de 16 de julho de 2008, na vigência do PEE-MS;  
18.15.   criar critérios específicos no Plano de Carreira, com política salarial fundamentada em titulação, experiência, qualificação e desempenho, visando valorizar o profissional de educação, na vigência do PEE-MS; 
18.16.  garantir, no Plano de Carreira, aos docentes das redes públicas, que atuam na educação básica, incentivo remuneratório por titulação: de 20% para professores(as) com especialização, de 30% para docentes com mestrado e de 50% para professores(as) com doutorado, a partir do terceiro ano de vigência do PEE-MS. ",86883,77
64,"hire teachers",83629,"18.3. estruturar as redes públicas de educação básica, de modo que, até o início do terceiro ano de vigência deste PEE, 90%, no mínimo, dos profissionais do magistério e 50%, no mínimo, dos profissionais da educação não docentes sejam ocupantes de cargos de provimento efetivo e estejam em exercício nas redes escolares a que se encontrem vinculados;  ",83981,77
136,"guidelines to teaching career",84892,"18.8.  apoiar a reformulação do Plano de Carreira de docentes da instituição de ensino superior estadual, visando à progressiva universalização do tempo integral com dedicação exclusiva para todos(as) os(as) professores(as), a partir da vigência do PEE-MS;  
18.9. promover a recomposição e estabilização do quadro de pessoal da instituição de ensino superior estadual, com a criação de banco de professor equivalente, baseado em proporções em relação ao número de estudantes, vagas e cursos, na vigência do PEE-MS; 
18.10. realizar levantamento e divulgação das vagas puras existentes e das cedências dos profissionais do magistério e dos profissionais não docentes para decidir a realização de concursos, na vigência deste PEE-MS;  
18.11. regulamentar as cedências de pessoal do magistério e dos demais cargos de provimento efetivo, na vigência do PEE-MS; 
18.12. adequar a jornada docente, com avanços para flexibilização por área, espaços e tempos, para formação e projetos, com acompanhamento dos(as) gestores(as), na vigência do PEE-MS;  
18.13. definir diretrizes, estabelecer padrões, regulamentar e orientar os profissionais da educação sobre o desenvolvimento na carreira, durante a vigência do PEE-MS; ",86106,77
136,"guidelines to teaching career",83982,"18.4. garantir, nos Planos de Carreira dos(as) profissionais da educação do estado e dos municípios, licenças remuneradas e incentivos salariais para qualificação profissional, em nível de pós-graduação stricto sensu, a partir do primeiro ano de vigência deste PEE; 
18.5. participar, anualmente, em regime de colaboração com o governo federal, do censo dos(as) profissionais da educação básica de outros segmentos que não os do magistério; 
18.6. considerar as especificidades socioculturais das escolas do campo, povos das águas, das comunidades indígenas, quilombolas e fronteiriças no provimento de cargos efetivos para essas escolas; 
18.7. instituir, no estado e nos municípios, juntamente com os sindicatos pertinentes, comissões permanentes de profissionais da educação dos sistemas de ensino, para subsidiar os órgãos competentes na elaboração, reestruturação e implementação dos Planos de Carreira;",84890,77
33,"trainning courses",83211,"18.1. criar mecanismos de acompanhamento dos profissionais iniciantes, a fim de fundamentar, com base em avaliação documentada, a decisão pela efetivação após o estágio probatório, até o final do primeiro ano de vigência do PEE-MS; 
18.2. oferecer, aos docentes iniciantes, cursos de aprofundamento de estudos na sua área de atuação, com destaque para os conteúdos e as metodologias de ensino, na vigência do PEE-MS; ",83628,77
137,"promote healtly programs",82889,"17.4 garantir a implantação e implementação, em parceria com órgãos da saúde, de programas de saúde específicos para os profissionais da educação, sobretudo relacionados à voz, visão, problemas vasculares, ergonômicos, psicológicos e neurológicos, entre outros, a partir da vigência do PEE-MS. ",83183,77
90,"promote democratic/public participation",81938,"17.1 constituir, no primeiro ano de vigência do PEE-MS, fórum específico com representações de órgãos públicos, de trabalhadores(as) da educação e de segmentos da sociedade civil, para acompanhamento da atualização do valor do piso salarial nacional dos profissionais do magistério público da educação básica, de acordo com o custo aluno; ",82277,77
117,"provide financial resources",82278,"17.2 assegurar a valorização salarial, com ganhos reais, para além das reposições de perdas remuneratórias e inflacionárias, e busca da meta de equiparação, até o final do sexto ano de vigência deste PEE, e de superação em 20% da média salarial de outros profissionais de mesmo nível de escolaridade e carga horária, até o final da vigência do PEE-MS;  ",82631,77
27,"creation of management units",82632,"17.3 criar uma instância, seja observatório, fórum ou conselho, para diagnósticos, estudos, pesquisas, debates, acompanhamento, proposições e consultas referentes à valorização dos profissionais da educação, a partir do segundo ano de vigência do PEE-MS;  ",82888,77
112,"social equality/assistence program",19700,"4.11. criar, em articulação com órgãos e instituições educacionais, programas de superação a situações de discriminação em relação a estudantes com deficiências, transtornos globais do desenvolvimento e altas habilidades ou superdotação, promovendo a eliminação de barreiras atitudinais, pedagógicas, arquitetônicas e de comunicação, a partir do primeiro ano de vigência do PEE-MS; ",20082,77
2,"use/distribution of digital resouces",20083,"4.12. desenvolver e tornar acessível, em articulação com as IES, pesquisas voltadas para o desenvolvimento de metodologias, materiais didáticos, equipamentos e recursos de tecnologia assistiva, com vistas à promoção do ensino e da aprendizagem, bem como das condições de acessibilidade dos(as) estudantes com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação a partir da vigência deste PEE; ",20512,77
43,"production of interactive materials",20083,"4.12. desenvolver e tornar acessível, em articulação com as IES, pesquisas voltadas para o desenvolvimento de metodologias, materiais didáticos, equipamentos e recursos de tecnologia assistiva, com vistas à promoção do ensino e da aprendizagem, bem como das condições de acessibilidade dos(as) estudantes com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação a partir da vigência deste PEE; ",20512,77
18,"production of learning contents",20513,"4.13. desenvolver, em articulação com as IES, estudos e pesquisas em quaisquer níveis, visando à produção de conhecimento sobre educação especial, para subsidiar a formulação de políticas que atendam as especificidades educacionais de estudantes com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação que requeiram medidas de AEE, a partir do segundo ano de vigência deste PEE-MS; ",20931,77
137,"promote healtly programs",20932,"4.14. garantir, a partir da vigência deste PEE, a articulação intersetorial entre órgãos e políticas públicas de saúde, assistência social e direitos humanos, em parceria com as famílias, com o fim de identificar, encaminhar e desenvolver modelos de atendimento voltados à continuidade do atendimento escolar, na educação de jovens e adultos, das pessoas com deficiência, especificidades linguísticas e transtornos globais do desenvolvimento com idade superior à faixa etária de escolarização obrigatória, de forma a assegurar a atenção integral ao longo da vida; ",21496,77
119,"meet education demand",21497,"4.15. garantir e ampliar, a partir do segundo ano de vigência deste PEE, as equipes de profissionais da educação para atender à demanda do processo de escolarização dos(das) estudantes com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação, assegurando a oferta de professores(as) do AEE, audiodescritores(as), profissionais de apoio ou auxiliares, tradutores(as) e intérpretes de Libras, guias-intérpretes para surdocegos(as), instrutores(as) mediadores(as), professores(as) de Libras, prioritariamente surdos(as), e professores(as) bilíngues; ",22079,77
133,"promote second language education",23338,"4.20. promover, em articulação com as IES públicas, a formação de professores(as) em educação especial e educação bilíngue, inclusive em nível de pós-graduação lato e stricto sensu, para atuarem em todos os níveis e etapas da educação, durante a vigência do PEE-MS; ",23604,77
7,"partnership with international agencies",23605,"4.21. realizar, a partir do segundo ano de vigência deste PEE, parcerias com instituições comunitárias, confessionais ou filantrópicas sem fins lucrativos, conveniadas com o poder público, visando ampliar as condições de apoio ao atendimento escolar integral das pessoas com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação matriculadas nas redes públicas de ensino;",24010,77
90,"promote democratic/public participation",24012,"4.22. realizar, a partir do segundo ano de vigência deste PEE, parcerias com instituições comunitárias, confessionais ou filantrópicas sem fins lucrativos, conveniadas com o poder público, visando ampliar a oferta de formação continuada aos profissionais da educação e a produção de material didático acessível, assim como os serviços de acessibilidade necessários ao pleno acesso, participação e aprendizagem dos(as) estudantes com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação matriculados(as) na rede pública de ensino; 4.23. promover audiências e atividades públicas de discussão sobre educação especial, educação inclusiva e educação bilíngue, em espaços com acessibilidade arquitetônica, a fim de favorecer a participação das pessoas com deficiências, transtornos globais de desenvolvimento e altas habilidades ou superdotação, das famílias, dos profissionais da educação e da sociedade na construção do sistema educacional inclusivo, durante a vigência do PEE-MS",25023,77
90,"promote democratic/public participation",25208,"4.25. promover a ampliação e a democratização do acesso à educação superior, em articulação com as IES, de pessoas com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação; ",25416,77
129,"dissemination of actions/programs",25841,"4.28. promover apoio, orientação e informações às famílias sobre as políticas públicas de educação especial e sobre os direitos e deveres das pessoas com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação; 
4.29. desenvolver e manter programas específicos que oportunizem aos adolescentes com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação a participação em cursos das áreas tecnológicas e científicas, até o final do prazo de vigência deste PEE. ",26366,77
94,"assess literacy education",26400,"5.1 estruturar os processos pedagógicos de alfabetização, a partir do primeiro ano de vigência deste PEE, nos anos iniciais do ensino fundamental, articulando-os com as estratégias desenvolvidas na pré-escola, com qualificação e valorização dos(as) professores(as) alfabetizadores(as), por meio de cursos de formação continuada, garantidos no calendário escolar, com apoio pedagógico específico; ",26796,77
18,"production of learning contents",27218,"5.4 implementar a confecção de materiais didáticos e de apoio pedagógico, para subsidiar o processo de alfabetização, com aprendizagem adequada, até, no máximo, o 3º ano do ensino fundamental, durante a vigência deste PEE; ",27441,77
88,"promote learning in right age",27442,"5.5 implantar e implementar ações de acompanhamento da aprendizagem, trabalho por agrupamento e clima de interação nas salas de aula, para que 100% das crianças estejam alfabetizadas, com aprendizagem adequada, ao concluírem o 3º ano desta etapa de ensino, a partir do primeiro ano de vigência do PEE-MS; ",27747,77
15,"academic achievements",28103,"5.7 	participar das avaliações anuais, aplicadas pelo INEP, aos(às) estudantes do 3º ano do ensino fundamental; 
5.8 criar, no segundo ano de vigência do PEE-MS, ambiente educacional virtual para hospedagem de experiências exitosas de métodos e propostas pedagógicas de alfabetização, utilizando as tecnologias educacionais; ",28428,77
112,"social equality/assistence program",28932,"5.11 garantir, a partir do primeiro ano de vigência deste PEE, a alfabetização e o letramento, com aprendizagem adequada, das crianças do campo, indígenas, povos das águas, quilombolas e populações itinerantes e fronteiriças, nos três anos iniciais do ensino fundamental; 
5.12 produzir e garantir, na vigência do PEE, materiais didáticos e de apoio pedagógico específicos, para a alfabetização de crianças do campo, indígenas, quilombolas, povos das águas e populações itinerantes e fronteiriças, incluindo  a inserção de recursos tecnológicos; ",29478,77
104,"training in teaching literacy",29748,"5.14 promover, a partir do primeiro ano de vigência do PEE-MS, articulação entre as secretarias de educação e as IES que oferecem cursos de pós-graduação stricto sensu e cursos de formação continuada para professores(as) alfabetizadores(as). ",29990,77
93,"promote full-time education",30021,"
6.1 promover, com o apoio da União, a oferta de educação básica pública em tempo integral, por meio de atividades de acompanhamento pedagógico e multidisciplinares, inclusive culturais e esportivas, de forma que o tempo de permanência dos(as) estudantes na escola, ou sob sua responsabilidade, seja igual ou superior a 7(sete) horas durante o ano letivo;  
6.2 ampliar, progressivamente, na vigência do PEE-MS, a jornada dos(as) professores(as) para que possam atuar em uma única escola de tempo integral;  
6.3 desenvolver, em regime de colaboração, programa de construção de escolas com padrão arquitetônico e mobiliário adequados para atendimento em tempo integral, prioritariamente em comunidades que se encontram em situação de vulnerabilidade social, de acordo com as leis vigentes;  
6.4 participar de programa nacional de ampliação e reestruturação das escolas públicas, por meio da instalação de quadras poliesportivas, laboratórios, inclusive de informática com acesso à internet, espaços para atividades culturais, bibliotecas, auditórios, cozinhas, refeitórios, banheiros e outros equipamentos;  
6.5 oferecer cursos de formação de recursos humanos para a atuação na educação em tempo integral, na vigência do PEE-MS;  
6.6 promover a articulação da escola com os diferentes espaços educativos, culturais e esportivos e com equipamentos públicos como centros comunitários, bibliotecas, praças, parques, museus, teatros, cinemas e planetários;  
6.7 atender, com padrão de qualidade, as escolas do campo e de comunidades indígenas e quilombolas, na oferta de educação em tempo integral, com base em consulta prévia e informada às comunidades, considerando as peculiaridades locais;  
6.8 garantir, na proposta pedagógica da escola, medidas para otimizar o tempo de permanência dos estudantes na escola, direcionando a expansão da jornada para o efetivo trabalho escolar, combinado com atividades recreativas, esportivas e culturais.  ",31967,77
15,"academic achievements",32386,"7.2 	assegurar que:  
7.2.1 no quinto ano de vigência do PEE-MS, pelo menos 70% dos(as) estudantes do ensino fundamental e do ensino médio tenham alcançado nível suficiente de aprendizado em relação aos direitos e objetivos de aprendizagem e desenvolvimento de seu ano de estudo, e pelo menos 50%, o nível desejável; 
7.2.2 no último ano de vigência do PEE-MS, todos(as) os(as) estudantes do ensino fundamental e do ensino médio tenham alcançado nível suficiente de aprendizado em relação aos direitos e objetivos de aprendizagem e desenvolvimento de seu ano de estudo e pelo menos 80%, o nível desejável; ",32992,77
80,"training in education management",81568,"16.13. implementar, nos sistemas de ensino, a formação inicial e continuada do pessoal técnico e administrativo, a partir da vigência do PEE-MS; 
16.14. promover e garantir a formação inicial e continuada em nível médio para 100% do pessoal técnico e administrativo, e em nível superior para 50% desses profissionais, na vigência do PEE-MS.  ",81910,77
33,"trainning courses",80719,"16.10. fortalecer a formação dos(as) professores(as) das escolas públicas de educação básica, por meio da implementação das ações do Plano Nacional do Livro e Leitura, e de participação em programa nacional de disponibilização de recursos para acesso a bens culturais pelo magistério público;  ",81013,77
90,"promote democratic/public participation",33181,"7.4 constituir, em regime de colaboração com os entes federados, um conjunto de indicadores de avaliação institucional com base no perfil do alunado e do corpo de profissionais da educação, nas condições de infraestrutura das escolas, nos recursos pedagógicos disponíveis, nas características da gestão e em outras dimensões relevantes, até o quinto ano de vigência do PEE-MS;  
7.5 promover, anualmente, a autoavaliação das escolas de educação básica, por meio da constituição de instrumentos de avaliação que orientem as dimensões a serem fortalecidas, destacando-se a elaboração de planejamento estratégico, a melhoria contínua da qualidade educacional, a formação continuada dos profissionais da educação e o aprimoramento da gestão democrática;  ",33932,77
108,"physical school infrastructure",33933,"7.6 formalizar e executar os planos de ações articuladas, dando cumprimento às metas de qualidade estabelecidas para a educação básica pública e às estratégias de apoio técnico e financeiro voltadas à melhoria da gestão educacional, à formação de professores(as) e profissionais de serviços e apoio escolares, à ampliação e ao desenvolvimento de recursos pedagógicos e à melhoria  e expansão da infraestrutura física da rede escolar, como bibliotecas, auditórios e laboratórios, com acessibilidade, dentre outros; ",34447,77
15,"academic achievements",35542,"7.12 apoiar a incorporação do exame nacional do ensino médio ao sistema de avaliação da educação básica; ",35647,77
129,"dissemination of actions/programs",35353,"7.11 acompanhar e divulgar, bienalmente, os resultados pedagógicos dos indicadores do sistema estadual de avaliação da educação básica nas páginas eletrônicas das instituições de ensino;",35539,77
140,"participation in nacional assessment",34698,"7.8 aplicar os instrumentos nacionais de avaliação da qualidade do ensino fundamental e do ensino médio, na vigência do PEE-MS; 
7.9 elaborar e aplicar os instrumentos de avaliação estaduais, considerando as especificidades e a diversidade sociocultural nas etapas do ensino fundamental e do ensino médio, englobando todas as áreas de conhecimento na avaliação dos anos finais do ensino fundamental, na vigência do PEEMS, e promover sua permanente adequação; 
7.10 utilizar os resultados das avaliações nacionais e estaduais pelos sistemas de ensino e pelas escolas para a melhoria de seus processos e práticas pedagógicas, durante a execução do PEE-MS; ",35352,77
141,"promote open-source software",36454,"7.16 aprimorar a qualidade dos recursos tecnológicos que garantam a utilização dos softwares livres, por meio das ferramentas disponíveis na internet, com equipamentos que acompanhem o desenvolvimento tecnológico, até o terceiro ano de vigência deste PEE; ",36710,77
112,"social equality/assistence program",36711,"7.17 assegurar transporte gratuito, acessível e seguro para todos(as) os(as) estudantes da educação do campo, populações fronteiriças, comunidades quilombolas e indígenas, e povos das águas, mediante renovação e padronização integral da frota de veículos, de acordo com as especificações definidas pelo órgão competente, e financiamento compartilhado, visando reduzir a evasão escolar e o tempo médio de deslocamento da casa até a escola e vice-versa, até o quinto ano de vigência deste PEE-MS;  ",37207,77
86,"use of tech in pedag practices",36140,"7.15 garantir, até o quinto ano de vigência do PEE-MS, estruturas necessárias e promover a utilização das tecnologias educacionais para todas as etapas da educação básica, com incentivo às práticas pedagógicas inovadoras, visando à melhoria do fluxo escolar e da aprendizagem, com acompanhamento dos resultados;  ",36453,77
140,"participation in nacional assessment",35844,"7.14 orientar, acompanhar e avaliar as políticas das redes públicas de ensino, a fim de atingir as metas do IDEB, reduzindo pela metade, até o último ano de vigência deste PEE, a diferença entre as escolas com os menores índices e a média nacional, de forma a garantir equidade da aprendizagem; ",36139,77
